current_shirt_number,firstname,lastname,int_goals,int_caps,main_position,other_position,current_market_value,highest_market_value,highest_market_value_on,date_of_birth,place_of_birth,country_of_birth,height,citizenship,dominant_foot,current_club,joined_on,contract_expiring,last_extension,transfer_history,valuation
#3,Junior,Firpo,0,0,Left-Back,,€12.00m,€25.00m,"Dec 21, 2018","Aug 22, 1996",Santo Domingo de Guzmán,Dominican Republic,184,"Dominican Republic,Spain",left,Leeds United,"Jul 6, 2021","Jun 30, 2025",unknown,"{'season': ['21/22', '19/20', '17/18', '15/16', '14/15', '13/14', '12/13'], 'transfer_date': ['Jul 6, 2021', 'Aug 4, 2019', 'Jan 1, 2018', 'Jul 7, 2015', 'Jul 1, 2014', 'Jul 1, 2013', 'Jul 1, 2012'], 'leaving_club': ['Barcelona', 'Real Betis', 'Betis Deportivo', 'Betis U19', 'Malagueño U19', 'T. Pichón U19', 'Atl. Benamiel'], 'joining_club': ['Leeds', 'Barcelona', 'Real Betis', 'Betis B', 'Betis U19', 'Malagueño U19', 'T. Pichón U19'], 'market_value': ['€8.00m', '€25.00m', '€100Th.', '-', '-', '-', '-'], 'fee': ['€15.00m', '€20.00m', '-', '-', 'free transfer', '?', '?']}","{'club': ['Betis Deportivo Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'FC Barcelona', 'FC Barcelona', 'FC Barcelona', 'FC Barcelona', 'FC Barcelona', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є100Th.', 'Є100Th.', 'Є1.00m', 'Є3.00m', 'Є5.00m', 'Є15.00m', 'Є25.00m', 'Є25.00m', 'Є25.00m', 'Є20.00m', 'Є14.00m', 'Є10.00m', 'Є8.00m', 'Є12.00m', 'Є12.00m', 'Є12.00m'], 'age': ['20', '21', '21', '21', '21', '21', '22', '22', '23', '23', '24', '24', '24', '25', '25', '25'], 'date': ['Aug 17', 'Jan 1', 'Feb 18', 'Mar 22', 'May 30', 'Aug 19', 'Dec 21', 'Jun 11', 'Dec 20', 'Apr 8', 'Oct 8', 'Jan 5', 'Jun 10', 'Oct 5', 'Dec 23', 'Jun 15'], 'year': ['2017', '2018', '2018', '2018', '2018', '2018', '2018', '2019', '2019', '2020', '2020', '2021', '2021', '2021', '2021', '2022']}"
#6,Liam,Cooper,0,14,Centre-Back,,€7.00m,€7.00m,"Feb 27, 2020","Aug 30, 1991",Kingston upon Hull,England,186,"Scotland,England",left,Leeds United,"Aug 13, 2014","Jun 30, 2024","Sep 11, 2019","{'season': ['14/15', '12/13', '12/13', '12/13', '11/12', '11/12', '10/11', '10/11', '09/10'], 'transfer_date': ['Aug 13, 2014', 'Jan 5, 2013', 'Jan 4, 2013', 'Nov 1, 2012', 'Dec 1, 2011', 'Jul 8, 2011', 'Apr 6, 2011', 'Jan 10, 2011', 'Jul 1, 2009'], 'leaving_club': ['Chesterfield FC', 'Hull City', 'Chesterfield FC', 'Hull City', 'Huddersfield', 'Hull City', 'Carlisle United', 'Hull City', 'Hull U18'], 'joining_club': ['Leeds', 'Chesterfield FC', 'Hull City', 'Chesterfield FC', 'Hull City', 'Huddersfield', 'Hull City', 'Carlisle United', 'Hull City'], 'market_value': ['€250Th.', '€250Th.', '€250Th.', '€250Th.', '€50Th.', '€50Th.', '€50Th.', '€50Th.', '€50Th.'], 'fee': ['€750Th.', '?', 'End of loan', 'loan transfer', 'End of loan', 'loan transfer', 'End of loan', 'loan transfer', '-']}","{'club': ['Hull City', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є250Th.', 'Є500Th.', 'Є500Th.', 'Є500Th.', 'Є500Th.', 'Є1.00m', 'Є1.00m', 'Є1.00m', 'Є1.00m', 'Є3.00m', 'Є4.50m', 'Є6.00m', 'Є7.00m', 'Є5.50m', 'Є7.00m', 'Є7.00m', 'Є7.00m', 'Є7.00m', 'Є7.00m'], 'age': ['20', '22', '23', '24', '24', '25', '25', '26', '27', '27', '27', '28', '28', '28', '29', '29', '29', '30', '30'], 'date': ['Jun 22', 'Aug 19', 'Feb 24', 'Sep 24', 'Apr 20', 'Sep 1', 'Feb 27', 'Sep 18', 'Sep 24', 'Feb 27', 'Jun 28', 'Oct 17', 'Feb 27', 'Apr 8', 'Oct 13', 'Mar 18', 'May 28', 'Dec 23', 'Jun 15'], 'year': ['2012', '2014', '2015', '2015', '2016', '2016', '2017', '2017', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#14,Diego,Llorente,0,10,Centre-Back,,€16.00m,€25.00m,"Jun 11, 2019","Aug 16, 1993",Madrid,Spain,186,Spain,right,Leeds United,"Sep 24, 2020","Jun 30, 2024",unknown,"{'season': ['20/21', '17/18', '16/17', '16/17', '15/16', '15/16', '15/16', '13/14', '12/13', '11/12'], 'transfer_date': ['Sep 24, 2020', 'Jul 1, 2017', 'Jun 30, 2017', 'Jul 6, 2016', 'Jun 30, 2016', 'Jul 13, 2015', 'Jul 1, 2015', 'Jul 1, 2013', 'Jul 1, 2012', 'Jul 1, 2011'], 'leaving_club': ['Real Sociedad', 'Real Madrid', 'Málaga CF', 'Real Madrid', 'Rayo Vallecano', 'RM Castilla', 'RM Castilla', 'Real Madrid C', 'Real Madrid U19', 'Real Madrid U18'], 'joining_club': ['Leeds', 'Real Sociedad', 'Real Madrid', 'Málaga CF', 'Real Madrid', 'Rayo Vallecano', 'Real Madrid', 'RM Castilla', 'Real Madrid C', 'Real Madrid U19'], 'market_value': ['€20.00m', '€7.50m', '€7.50m', '€3.00m', '€3.00m', '-', '-', '€500Th.', '-', '-'], 'fee': ['€20.00m', '€11.00m', 'End of loan', 'loan transfer', 'End of loan', 'loan transfer', '-', '-', '-', '-']}","{'club': ['Real Madrid C x28x2D 2015x29', 'Real Madrid Castilla', 'Real Madrid Castilla', 'Real Madrid Castilla', 'Rayo Vallecano', 'Rayo Vallecano', 'Rayo Vallecano', 'Mu00E1laga CF', 'Mu00E1laga CF', 'Mu00E1laga CF', 'Mu00E1laga CF', 'Real Sociedad', 'Real Sociedad', 'Real Sociedad', 'Real Sociedad', 'Real Sociedad', 'Real Sociedad', 'Real Sociedad', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є500Th.', 'Є500Th.', 'Є800Th.', 'x2D', 'Є600Th.', 'Є1.50m', 'Є3.00m', 'Є5.00m', 'Є4.00m', 'Є3.00m', 'Є7.50m', 'Є12.00m', 'Є15.00m', 'Є17.50m', 'Є17.50m', 'Є25.00m', 'Є25.00m', 'Є20.00m', 'Є20.00m', 'Є20.00m', 'Є20.00m', 'Є18.00m', 'Є18.00m', 'Є16.00m'], 'age': ['19', '20', '20', '20', '21', '22', '22', '22', '23', '23', '23', '24', '24', '24', '25', '25', '26', '26', '27', '27', '27', '28', '28', '29'], 'date': ['Jun 22', 'Oct 8', 'Feb 6', 'Jul 12', 'Jul 16', 'Nov 23', 'Feb 22', 'Jul 15', 'Oct 27', 'Jan 24', 'Jun 5', 'Jan 1', 'Mar 22', 'May 30', 'Dec 21', 'Jun 11', 'Dec 20', 'Apr 8', 'Oct 13', 'Mar 18', 'May 31', 'Dec 23', 'Jun 15', 'Sep 15'], 'year': ['2013', '2013', '2014', '2014', '2015', '2015', '2016', '2016', '2016', '2017', '2017', '2018', '2018', '2018', '2018', '2019', '2019', '2020', '2020', '2021', '2021', '2021', '2022', '2022']}"
#5,Robin,Koch,0,8,Centre-Back,,€16.00m,€18.00m,"Dec 17, 2019","Jul 17, 1996",Kaiserslautern,Germany,191,Germany,right,Leeds United,"Aug 29, 2020","Jun 30, 2024",unknown,"{'season': ['20/21', '17/18', '16/17', '15/16', '14/15', '14/15', '13/14', '11/12', '09/10', '03/04'], 'transfer_date': ['Aug 29, 2020', 'Aug 22, 2017', 'Sep 30, 2016', 'Jul 1, 2015', 'Sep 18, 2014', 'Jul 1, 2014', 'Jul 1, 2013', 'Jul 1, 2011', 'Jul 1, 2009', 'Jul 1, 2003'], 'leaving_club': ['SC Freiburg', ""1.FC K'lautern"", ""K'lautern II"", 'Eintracht Trier', 'Eintr. Trier II', 'Eint. Trier U19', 'Eint. Trier U17', 'E. Trier Yth.', 'SV Dörbach Yth.', ""K'lautern Yth.""], 'joining_club': ['Leeds', 'SC Freiburg', ""1.FC K'lautern"", ""K'lautern II"", 'Eintracht Trier', 'Eintr. Trier II', 'Eint. Trier U19', 'Eint. Trier U17', 'E. Trier Yth.', 'SV Dörbach Yth.'], 'market_value': ['€17.00m', '€800Th.', '€100Th.', '€75Th.', '€25Th.', '-', '-', '-', '-', '-'], 'fee': ['€13.00m', '€3.50m', '-', 'free transfer', '-', '-', '-', '-', 'free transfer', 'free transfer']}","{'club': ['SV Eintracht Trier 05 II', 'SV Eintracht Trier 05', '1.FC Kaiserslautern II', '1.FC Kaiserslautern II', '1.FC Kaiserslautern II', '1.FC Kaiserslautern', '1.FC Kaiserslautern', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'SC Freiburg', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є25Th.', 'Є75Th.', 'Є75Th.', 'Є100Th.', 'Є100Th.', 'Є550Th.', 'Є800Th.', 'Є3.00m', 'Є4.00m', 'Є7.00m', 'Є10.00m', 'Є10.00m', 'Є18.00m', 'Є14.50m', 'Є17.00m', 'Є17.00m', 'Є17.00m', 'Є17.00m', 'Є17.00m', 'Є16.00m'], 'age': ['18', '18', '19', '19', '20', '20', '20', '21', '21', '21', '22', '22', '23', '23', '23', '24', '24', '24', '25', '25'], 'date': ['Jul 30', 'Jan 18', 'Jul 19', 'Feb 13', 'Aug 9', 'Jan 23', 'Jun 27', 'Oct 18', 'Dec 28', 'Jun 5', 'Dec 18', 'Jun 5', 'Dec 17', 'Apr 8', 'Jul 8', 'Oct 13', 'Mar 18', 'Jun 1', 'Dec 23', 'Jun 15'], 'year': ['2014', '2015', '2015', '2016', '2016', '2017', '2017', '2017', '2017', '2018', '2018', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#21,Pascal,Struijk,0,3,Centre-Back,,€18.00m,€18.00m,"Sep 15, 2022","Aug 11, 1999",Deurne,Belgium,190,Netherlands,left,Leeds United,"Jan 1, 2020","Jun 30, 2024","Nov 20, 2020","{'season': ['19/20', '17/18', '16/17', '15/16'], 'transfer_date': ['Jan 1, 2020', 'Jan 29, 2018', 'Jul 1, 2016', 'Jul 1, 2015'], 'leaving_club': ['Leeds U21', 'Ajax U19', 'ADO U19', 'ADO U17'], 'joining_club': ['Leeds', 'Leeds U21', 'Ajax U19', 'ADO U19'], 'market_value': ['-', '-', '-', '-'], 'fee': ['-', '?', '?', '-']}","{'club': ['Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є750Th.', 'Є2.50m', 'Є7.00m', 'Є9.00m', 'Є9.00m', 'Є15.00m', 'Є15.00m', 'Є18.00m'], 'age': ['21', '21', '21', '21', '22', '22', '22', '23'], 'date': ['Oct 13', 'Dec 17', 'Mar 18', 'Jun 8', 'Dec 23', 'Mar 29', 'Jun 15', 'Sep 15'], 'year': ['2020', '2020', '2021', '2021', '2021', '2022', '2022', '2022']}"
#22,Joel,Robles,0,1,Goalkeeper,,€1.50m,€7.50m,"Dec 20, 2019","Jun 17, 1990",Getafe,Spain,197,Spain,right,Leeds United,"Aug 9, 2022","Jun 30, 2023",unknown,"{'season': ['22/23', '18/19', '13/14', '12/13', '12/13', '11/12', '11/12', '09/10', '09/10', '07/08'], 'transfer_date': ['Aug 9, 2022', 'Jul 1, 2018', 'Jul 9, 2013', 'Jun 30, 2013', 'Jan 17, 2013', 'Jun 30, 2012', 'Jan 31, 2012', 'Jan 1, 2010', 'Jul 1, 2009', 'Jul 1, 2007'], 'leaving_club': ['Real Betis', 'Everton', 'Atlético Madrid', 'Wigan', 'Atlético Madrid', 'Rayo Vallecano', 'Atlético Madrid', 'Atl. Madrid B', 'Atl. Madrid C', 'Leganés U19'], 'joining_club': ['Leeds', 'Real Betis', 'Everton', 'Atlético Madrid', 'Wigan', 'Atlético Madrid', 'Rayo Vallecano', 'Atlético Madrid', 'Atl. Madrid B', 'Atl. Madrid C'], 'market_value': ['€1.50m', '€3.50m', '€3.00m', '€2.00m', '€2.00m', '€2.00m', '€2.00m', '-', '-', '-'], 'fee': ['free transfer', 'free transfer', '€4.00m', 'End of loan', 'loan transfer', 'End of loan', 'loan transfer', '-', '-', '€100Th.']}","{'club': ['Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Rayo Vallecano', 'Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Atlu00E9tico de Madrid', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Everton FC', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9', 'Real Betis Balompiu00E9'], 'market_value': ['Є400Th.', 'Є1.00m', 'Є1.00m', 'Є1.00m', 'Є2.00m', 'Є2.00m', 'Є2.00m', 'Є2.00m', 'Є3.00m', 'Є4.00m', 'Є3.50m', 'Є3.00m', 'Є3.00m', 'Є3.00m', 'Є3.00m', 'Є5.00m', 'Є5.00m', 'Є5.00m', 'Є5.00m', 'Є3.50m', 'Є3.50m', 'Є5.00m', 'Є7.50m', 'Є6.00m', 'Є5.00m', 'Є4.00m', 'Є4.00m', 'Є2.00m', 'Є1.50m'], 'age': ['19', '20', '20', '21', '21', '21', '22', '22', '23', '23', '23', '24', '24', '25', '25', '26', '26', '27', '27', '27', '28', '28', '29', '29', '30', '30', '30', '31', '31'], 'date': ['May 17', 'Aug 27', 'Feb 4', 'Jul 29', 'Sep 3', 'Feb 5', 'Aug 1', 'Jan 10', 'Jul 2', 'Sep 18', 'Jan 15', 'Aug 12', 'Feb 12', 'Jul 1', 'Feb 9', 'Aug 1', 'Feb 20', 'Jun 28', 'Jan 2', 'May 28', 'Dec 21', 'Jun 11', 'Dec 20', 'Apr 8', 'Oct 8', 'Jan 5', 'Jun 10', 'Dec 30', 'Jun 3'], 'year': ['2010', '2010', '2011', '2011', '2011', '2012', '2012', '2013', '2013', '2013', '2014', '2014', '2015', '2015', '2016', '2016', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2020', '2020', '2021', '2021', '2021', '2022']}"
#13,Kristoffer,Klaesson,0,15,Goalkeeper,,€2.00m,€2.00m,"Jul 26, 2021","Nov 27, 2000",Oslo,Norway,189,Norway,left,Leeds United,"Jul 31, 2021","Jun 30, 2025",unknown,"{'season': ['21/22', '18/19', '16/17'], 'transfer_date': ['Jul 31, 2021', 'Jan 1, 2019', 'Apr 1, 2017'], 'leaving_club': ['Vålerenga', 'Vålerenga II', 'Vålerenga U17'], 'joining_club': ['Leeds', 'Vålerenga', 'Vålerenga II'], 'market_value': ['€2.00m', '€50Th.', '-'], 'fee': ['€2.00m', '-', '-']}","{'club': ['Vu00E5lerenga Fotball II', 'Vu00E5lerenga Fotball II', 'Vu00E5lerenga Fotball', 'Vu00E5lerenga Fotball', 'Vu00E5lerenga Fotball', 'Leeds United', 'Leeds United'], 'market_value': ['Є50Th.', 'Є50Th.', 'Є300Th.', 'Є500Th.', 'Є2.00m', 'Є2.00m', 'Є2.00m'], 'age': ['17', '18', '19', '20', '20', '21', '21'], 'date': ['Dec 23', 'Dec 30', 'Dec 29', 'Dec 31', 'Jul 26', 'Dec 23', 'Jun 15'], 'year': ['2017', '2018', '2019', '2020', '2021', '2021', '2022']}"
#1,Illan,Meslier,0,9,Goalkeeper,,€20.00m,€20.00m,"Jun 8, 2021","Mar 2, 2000",Lorient,France,197,France,left,Leeds United,"Jul 27, 2020","Jun 30, 2026","Aug 13, 2021","{'season': ['20/21', '20/21', '19/20', '18/19', '17/18'], 'transfer_date': ['Jul 27, 2020', 'Jul 23, 2020', 'Aug 8, 2019', 'Jul 1, 2018', 'Jul 1, 2017'], 'leaving_club': ['FC Lorient', 'Leeds', 'FC Lorient', 'Lorient B', 'FC Lorient U19'], 'joining_club': ['Leeds', 'FC Lorient', 'Leeds', 'FC Lorient', 'Lorient B'], 'market_value': ['€4.50m', '€4.50m', '€5.00m', '-', '-'], 'fee': ['€6.50m', 'End of loan', 'loan transfer', '-', '-']}","{'club': ['FC Lorient', 'FC Lorient', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United', 'Leeds United'], 'market_value': ['Є600Th.', 'Є5.00m', 'Є5.00m', 'Є4.50m', 'Є8.00m', 'Є12.00m', 'Є17.00m', 'Є20.00m', 'Є20.00m', 'Є20.00m'], 'age': ['18', '19', '19', '20', '20', '20', '21', '21', '21', '22'], 'date': ['Jan 8', 'May 23', 'Feb 27', 'Apr 8', 'Oct 13', 'Dec 17', 'Mar 18', 'Jun 8', 'Dec 23', 'Jun 15'], 'year': ['2019', '2019', '2020', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#14,Jean-Philippe,Mateta,3,11,Centre-Forward,,€10.00m,€22.00m,"Jun 5, 2019","Jun 28, 1997",Sevran,France,192,"France,DR Congo",right,Crystal Palace,"Jan 31, 2022","Jun 30, 2026",unknown,"{'season': ['21/22', '21/22', '20/21', '18/19', '17/18', '17/18', '16/17', '15/16', '14/15'], 'transfer_date': ['Jan 31, 2022', 'Jan 30, 2022', 'Jan 21, 2021', 'Jul 1, 2018', 'Jun 30, 2018', 'Jul 1, 2017', 'Sep 16, 2016', 'Nov 1, 2015', 'Jul 1, 2014'], 'leaving_club': ['1.FSV Mainz 05', 'Crystal Palace', '1.FSV Mainz 05', 'Olympique Lyon', 'AC Le Havre', 'Olympique Lyon', 'LB Châteauroux', 'Châteauroux B', 'LB Châteauroux U19'], 'joining_club': ['Crystal Palace', '1.FSV Mainz 05', 'Crystal Palace', '1.FSV Mainz 05', 'Olympique Lyon', 'AC Le Havre', 'Olympique Lyon', 'LB Châteauroux', 'Châteauroux B'], 'market_value': ['€5.00m', '€5.00m', '€15.00m', '€2.50m', '€2.50m', '€2.00m', '-', '-', '-'], 'fee': ['€11.00m', 'End of loan', 'Loan fee:', '', '€8.00m', 'End of loan', 'loan transfer', '€4.10m', '-', '-']}","{'club': ['Olympique Lyon', 'Olympique Lyon', 'Olympique Lyon', 'AC Le Havre', '1.FSV Mainz 05', '1.FSV Mainz 05', '1.FSV Mainz 05', '1.FSV Mainz 05', '1.FSV Mainz 05', '1.FSV Mainz 05', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace'], 'market_value': ['Є2.50m', 'Є2.50m', 'Є2.00m', 'Є2.50m', 'Є7.50m', 'Є11.00m', 'Є22.00m', 'Є22.00m', 'Є17.50m', 'Є15.00m', 'Є15.00m', 'Є13.00m', 'Є8.00m', 'Є5.00m', 'Є8.00m', 'Є10.00m'], 'age': ['19', '19', '19', '20', '21', '21', '21', '22', '22', '23', '23', '23', '24', '24', '24', '24'], 'date': ['Nov 1', 'Jan 16', 'Jun 1', 'May 16', 'Aug 22', 'Dec 18', 'Jun 5', 'Dec 17', 'Apr 8', 'Sep 16', 'Mar 18', 'Jun 8', 'Oct 5', 'Dec 23', 'Mar 29', 'Jun 15'], 'year': ['2016', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2020', '2020', '2021', '2021', '2021', '2021', '2022', '2022']}"
#22,Odsonne,Edouard,17,14,Centre-Forward,,€15.00m,€17.00m,"Jun 28, 2021","Jan 16, 1998",Kourou,French Guiana,187,"France,French Guiana",right,Crystal Palace,"Aug 31, 2021","Jun 30, 2025",unknown,"{'season': ['21/22', '18/19', '17/18', '17/18', '16/17', '16/17', '16/17', '14/15', '12/13'], 'transfer_date': ['Aug 31, 2021', 'Jul 1, 2018', 'Jun 30, 2018', 'Aug 31, 2017', 'Apr 4, 2017', 'Aug 8, 2016', 'Jul 1, 2016', 'Jul 1, 2014', 'Jul 1, 2012'], 'leaving_club': ['Celtic', 'Paris SG', 'Celtic', 'Paris SG', 'Toulouse', 'Paris SG', 'Paris SG U19', 'Paris SG U17', 'PSG Youth'], 'joining_club': ['Crystal Palace', 'Celtic', 'Paris SG', 'Celtic', 'Paris SG', 'Toulouse', 'Paris SG', 'Paris SG U19', 'Paris SG U17'], 'market_value': ['€17.00m', '€1.50m', '€1.50m', '€1.50m', '€1.50m', '€250Th.', '-', '-', '-'], 'fee': ['€16.30m', '€10.30m', 'End of loan', 'loan transfer', 'End of loan', 'loan transfer', '-', '-', '-']}","{'club': ['Paris Saintx2DGermain', 'FC Toulouse', 'FC Toulouse', 'Paris Saintx2DGermain', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Celtic FC', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace'], 'market_value': ['Є250Th.', 'Є800Th.', 'Є1.50m', 'Є1.50m', 'Є1.50m', 'Є1.50m', 'Є2.50m', 'Є3.00m', 'Є7.50m', 'Є15.00m', 'Є13.50m', 'Є15.00m', 'Є15.00m', 'Є17.00m', 'Є17.00m', 'Є17.00m', 'Є15.00m'], 'age': ['18', '18', '19', '19', '20', '20', '20', '20', '21', '22', '22', '22', '23', '23', '23', '24', '24'], 'date': ['Jul 13', 'Nov 1', 'Jan 16', 'Jun 1', 'Mar 4', 'Jun 4', 'Aug 8', 'Jan 3', 'Aug 20', 'Feb 5', 'Apr 8', 'Jul 21', 'Jan 18', 'Jun 28', 'Dec 23', 'Jun 15', 'Sep 15'], 'year': ['2016', '2016', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022', '2022']}"
#11,Wilfried,Zaha,5,28,Left Winger,,€38.00m,€55.00m,"Sep 12, 2019","Nov 10, 1992",Abidjan,Cote d'Ivoire,180,"Cote d'Ivoire,England",right,Crystal Palace,"Feb 2, 2015","Jun 30, 2023","Aug 15, 2018","{'season': ['14/15', '14/15', '14/15', '13/14', '13/14', '12/13', '12/13', '12/13', '10/11'], 'transfer_date': ['Feb 2, 2015', 'Feb 1, 2015', 'Aug 28, 2014', 'May 31, 2014', 'Jan 31, 2014', 'May 31, 2013', 'Jan 26, 2013', 'Jan 25, 2013', 'Jul 1, 2010'], 'leaving_club': ['Man Utd', 'Crystal Palace', 'Man Utd', 'Cardiff', 'Man Utd', 'Crystal Palace', 'Man Utd', 'Crystal Palace', 'Palace U18'], 'joining_club': ['Crystal Palace', 'Man Utd', 'Crystal Palace', 'Man Utd', 'Cardiff', 'Man Utd', 'Crystal Palace', 'Man Utd', 'Crystal Palace'], 'market_value': ['€8.00m', '€8.00m', '€8.00m', '€8.00m', '€9.00m', '€12.00m', '€3.50m', '€3.50m', '-'], 'fee': ['€3.80m', 'End of loan', 'loan transfer', 'End of loan', 'Loan fee:', '', 'End of loan', 'loan transfer', '€11.75m', '-']}","{'club': ['Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Manchester United', 'Manchester United', 'Cardiff City', 'Manchester United', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace'], 'market_value': ['Є750Th.', 'Є2.50m', 'Є3.50m', 'Є12.00m', 'Є12.00m', 'Є9.00m', 'Є8.00m', 'Є8.00m', 'Є6.00m', 'Є6.00m', 'Є8.00m', 'Є9.00m', 'Є12.00m', 'Є18.00m', 'Є25.00m', 'Є30.00m', 'Є35.00m', 'Є45.00m', 'Є55.00m', 'Є55.00m', 'Є44.00m', 'Є50.00m', 'Є45.00m', 'Є45.00m', 'Є40.00m', 'Є38.00m'], 'age': ['17', '19', '19', '20', '20', '21', '21', '21', '22', '22', '23', '23', '24', '24', '25', '25', '26', '26', '26', '27', '27', '27', '28', '28', '29', '29'], 'date': ['Oct 24', 'Feb 7', 'Jun 22', 'Mar 2', 'Jul 2', 'Jan 15', 'Feb 5', 'Aug 12', 'Feb 12', 'Jul 1', 'Feb 9', 'Aug 1', 'Feb 20', 'Jun 28', 'Jan 2', 'May 28', 'Dec 19', 'Jun 13', 'Sep 12', 'Dec 10', 'Apr 8', 'Oct 13', 'Mar 18', 'Jun 8', 'Dec 23', 'Jun 15'], 'year': ['2010', '2012', '2012', '2013', '2013', '2014', '2014', '2014', '2015', '2015', '2016', '2016', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2019', '2020', '2020', '2021', '2021', '2021', '2022']}"
#10,Eberechi,Eze,1,8,Attacking Midfield,,€25.00m,€25.00m,"Sep 15, 2022","Jun 29, 1998",London,England,178,"England,Nigeria",right,Crystal Palace,"Aug 28, 2020","Jun 30, 2025",unknown,"{'season': ['20/21', '17/18', '17/18', '17/18', '16/17', '14/15', '13/14'], 'transfer_date': ['Aug 28, 2020', 'Jan 2, 2018', 'Aug 30, 2017', 'Jul 1, 2017', 'Aug 3, 2016', 'Jul 1, 2014', 'Jan 1, 2014'], 'leaving_club': ['QPR', 'Wycombe', 'QPR', 'QPR U21', 'Millwall U18', 'Reading Yth.', 'Fulham Youth'], 'joining_club': ['Crystal Palace', 'QPR', 'Wycombe', 'QPR', 'QPR U21', 'Millwall U18', 'Reading Yth.'], 'market_value': ['€9.00m', '-', '-', '-', '-', '-', '-'], 'fee': ['€17.80m', 'End of loan', 'loan transfer', '-', 'free transfer', 'free transfer', 'free transfer']}","{'club': ['Queens Park Rangers', 'Queens Park Rangers', 'Queens Park Rangers', 'Queens Park Rangers', 'Queens Park Rangers', 'Queens Park Rangers', 'Queens Park Rangers', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace'], 'market_value': ['Є100Th.', 'Є1.50m', 'Є3.50m', 'Є3.50m', 'Є5.00m', 'Є10.00m', 'Є9.00m', 'Є18.00m', 'Є20.00m', 'Є20.00m', 'Є20.00m', 'Є22.00m', 'Є25.00m'], 'age': ['19', '20', '20', '20', '21', '21', '21', '22', '22', '22', '23', '23', '24'], 'date': ['Feb 27', 'Sep 24', 'Feb 27', 'Jun 28', 'Oct 17', 'Feb 27', 'Apr 8', 'Oct 13', 'Mar 18', 'Jun 8', 'Dec 23', 'Jun 15', 'Sep 15'], 'year': ['2018', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022', '2022']}"
